lrp,lat,lon,type,name,district,roadId,chainage,gapPoint
Z5456_LRP021,25.0250271,88.6106389,KmPost,Km post missing,NA,Z5456,21.19,ROAD
Z5456_LRP022,25.0245827,88.6008333,KmPost,Porsha 16 km,NA,Z5456,22.18,ROAD
Z5456_LRP023,25.0237493,88.5907774,KmPost,Km post missing,NA,Z5456,23.18,ROAD
Z5456_LRP024,25.0238327,88.5809438,KmPost,Adda bazar 21 km,NA,Z5456,24.18,ROAD
Z5456_LRP024a,25.023666,88.575916,Culvert,Pipe Culvert,NA,Z5456,24.69,ROAD
Z5456_LRP024b,25.0231938,88.5741382,Culvert,Pipe Culvert,NA,Z5456,24.885,ROAD
Z5456_LRP025,25.0221938,88.571416,KmPost,Km post missing,NA,Z5456,25.18,ROAD
Z5456_LRP025a,25.0214716,88.570166,Culvert,Pipe Culvert,NA,Z5456,25.344,ROAD
Z5456_LRP025b,25.0208327,88.568916,Culvert,Box Culvert,NA,Z5456,25.85,ROAD
Z5456_LRP025c,25.019416,88.5641944,Culvert,Pipe Culvert,NA,Z5456,26.004,ROAD
Z5456_LRP026,25.019166,88.5625,KmPost,Sapaher 20 km,NA,Z5456,26.17,ROAD
Z5456_LRP026a,25.0190549,88.5606111,Culvert,Box Culvert,NA,Z5456,26.374,ROAD
Z5456_LRP026b,25.0188327,88.5586667,Culvert,Pipe Culvert,NA,Z5456,26.561,ROAD
Z5456_LRP027,25.0179438,88.5525,KmPost,Km post missing,NA,Z5456,27.17,ROAD
Z5456_LRP027a,25.0173049,88.5449719,Culvert,Box Culvert,NA,Z5456,27.963,ROAD
Z5456_LRP028,25.0172493,88.5426663,KmPost,Km post missing,NA,Z5456,28.17,ROAD
Z5456_LRP028a,25.0171938,88.5344441,Culvert,Pipe Culvert,NA,Z5456,29.023,ROAD
Z5456_LRP029,25.0172216,88.5307216,KmPost,Porsha 10 km,NA,Z5456,29.4,ROAD
Z5456_LRP029a,25.017416,88.5281938,CrossRoad,R 547,NA,Z5456,29.64,ROAD
Z5456_LRP029b,25.0173604,88.5278882,RoundAbout,Saraigachi more,NA,Z5456,29.865,ROAD
Z5456_LRP029c,25.0173327,88.5249993,Culvert,Box Culvert,NA,Z5456,29.964,ROAD
Z5456_LRP030,25.0172493,88.5208882,KmPost,Km post missing,NA,Z5456,30.4,ROAD
Z5456_LRP030a,25.0169716,88.5189716,Culvert,Box Culvert,NA,Z5456,30.588,ROAD
Z5456_LRP030b,25.0173604,88.5087222,Culvert,Box Culvert,NA,Z5456,31.627,ROAD
Z5456_LRP031,25.0173604,88.5084444,KmPost,Nitpur 7 km,NA,Z5456,31.67,ROAD
Z5456_LRP031a,25.0188327,88.503,Culvert,R.C.C Culvert,NA,Z5456,32.265,ROAD
Z5456_LRP032,25.0204438,88.4989719,KmPost,Km post missing,NA,Z5456,32.67,ROAD
Z5456_LRP032a,25.0208604,88.4981663,Culvert,Box Culvert,NA,Z5456,32.792,ROAD
Z5456_LRP032b,25.0215827,88.4968608,"SideRoad,Left",Z 6852 to Niamatpur,NA,Z5456,32.97,ROAD
Z5456_LRP033,25.021916,88.4895552,KmPost,Km post missing,NA,Z5456,33.67,ROAD
Z5456_LRP034,25.0213604,88.4795827,KmPost,Km post missing,NA,Z5456,34.67,ROAD
Z5456_LRP034a,25.0214438,88.4735271,Bridge,6 V Box Culvert,NA,Z5456,35.355,ROAD
Z5456_LRP035,25.0214438,88.4702216,KmPost,Km post missing,NA,Z5456,35.67,ROAD
Z5456_LRP036,25.0224993,88.4603889,KmPost,Nitpur 1 km,NA,Z5456,36.675,ROAD
Z5456_LRP037,25.0241938,88.4514722,KmPost,Km post missing,NA,Z5456,37.675,ROAD
Z5456_LRP037a,25.0263327,88.4471941,Culvert,Cross Drain,NA,Z5456,38.142,ROAD
Z5456_LRP037b,25.0263604,88.4462774,Culvert,Cross Drain,NA,Z5456,38.252,ROAD
Z5456_LRPE,25.0260549,88.4460274,Others,"Road end at B.G.B Camp more itpur, Porsha, Naogaon.",NA,Z5456,38.275,ROAD
Z5456_LRPS,24.9172771,88.7517778,Others,Road start from R 545 at Mohadebpur bus stand more infront of three fish island Naogaon.,NA,Z5456,0,ROAD
Z5456_LRPSa,24.9173049,88.7516667,Culvert,Cross drain,NA,Z5456,0.01,ROAD
Z5456_LRPSb,24.9168327,88.7495274,CrossRoad,"Bok Chottor, Z 5463 to Manda ferry ghat",NA,Z5456,0.235,ROAD
Z5456_LRPSc,24.9160278,88.7469441,Bridge,Baily Bridge Start,NA,Z5456,0.52,BRIDGE_START
Z5456_LRPSd,24.9153056,88.7457774,Bridge,Baily Bridge end,NA,Z5456,0.658,BRIDGE_END
Z5463_LRP001,24.9506389,88.739583,KmPost,Km post missing,NA,Z5463,1,ROAD
Z5463_LRP002,24.9428052,88.743083,KmPost,Bitu.Pav.Start,NA,Z5463,2,ROAD
Z5463_LRP003,24.9355274,88.7461108,KmPost,Earth road start,NA,Z5463,3,GAP_START
Z5463_LRP005,24.9190827,88.7451108,KmPost,Earth road end,NA,Z5463,5,GAP_END
Z5463_LRP005a,24.9184993,88.7454441,"Turnoff,Left",Left turn,NA,Z5463,5.085,ROAD
Z5463_LRP005b,24.9191382,88.7467497,Culvert,Cross Drain,NA,Z5463,5.233,ROAD
Z5463_LRP005c,24.9190271,88.7498886,"Turnoff,Right",Right turn,NA,Z5463,5.325,ROAD
Z5463_LRP005d,24.917416,88.7492774,Culvert,Cross Drain,NA,Z5463,5.573,ROAD
Z5463_LRP005e,24.9168604,88.7494719,CrossRoad,Z-5456 to Nitpur,NA,Z5463,5.64,ROAD
Z5463_LRP005f,24.9156944,88.7500278,Culvert,Cross Drain,NA,Z5463,5.79,ROAD
Z5463_LRP006,24.914,88.7506944,KmPost,Km post missing,NA,Z5463,6,ROAD
Z5463_LRP006a,24.9112778,88.7534722,Others,R-545,NA,Z5463,6.405,ROAD
Z5463_LRP006b,24.9102222,88.7544444,"Turnoff,Right",Right turn from R-545,NA,Z5463,6.545,ROAD
Z5463_LRP007,24.9100833,88.7544444,KmPost,Infor.missing,NA,Z5463,6.56,ROAD
Z5463_LRP007a,24.9063611,88.7538333,Culvert,Pipe culvert,NA,Z5463,6.965,ROAD
Z5463_LRP008,24.90242363,88.75005746,KmPost,Km post missing,NA,Z5463,7.56,ROAD
Z5463_LRP008a,24.8989163,88.7466941,Culvert,Cross Drain,NA,Z5463,8.09,ROAD
Z5463_LRP009,24.8966386,88.7429719,KmPost,Km post missing,NA,Z5463,8.56,ROAD
Z5463_LRP009a,24.892083,88.7396108,Others,Sibgonj Bazar,NA,Z5463,9.172,ROAD
Z5463_LRP010,24.8886108,88.7388886,KmPost,Km post missing,NA,Z5463,9.56,ROAD
Z5463_LRP010a,24.8851941,88.738083,Culvert,Box Culvert,NA,Z5463,9.73,ROAD
Z5463_LRP011,24.8806104,88.7346941,KmPost,Km post missing,NA,Z5463,10.56,ROAD
Z5463_LRP011a,24.8805549,88.7346108,Culvert,Pipe Culvert,NA,Z5463,10.574,ROAD
Z5463_LRP011b,24.8783327,88.7318049,Culvert,Box Culvert,NA,Z5463,10.948,ROAD
Z5463_LRP012,24.8745827,88.7274438,KmPost,Km post missing,NA,Z5463,11.56,ROAD
Z5463_LRP012a,24.8700271,88.7232771,Culvert,Box Culvert,NA,Z5463,12.227,ROAD
Z5463_LRP013,24.867166,88.7223049,KmPost,Km post missing,NA,Z5463,12.56,ROAD
Z5463_LRP013a,24.8628889,88.7209438,Culvert,Box Culvert,NA,Z5463,13.04,ROAD
Z5463_LRP013b,24.8613056,88.7203604,Others,Kadamtoli,NA,Z5463,13.243,ROAD
Z5463_LRP014,24.8585,88.7196938,KmPost,Km post missing,NA,Z5463,13.56,ROAD
Z5463_LRP014a,24.85725,88.7156944,Culvert,Box Culvert,NA,Z5463,13.704,ROAD
Z5463_LRP014b,24.85375,88.71425,Culvert,Box Culvert,NA,Z5463,14.247,ROAD
Z5463_LRP015,24.8521667,88.7132222,KmPost,Km post missing,NA,Z5463,14.56,ROAD
Z5463_LRP015a,24.8482497,88.7074722,Culvert,Box Culvert,NA,Z5463,15.176,ROAD
Z5463_LRP016,24.8454719,88.707,KmPost,Km post missing,NA,Z5463,15.56,ROAD
Z5463_LRP016a,24.8424997,88.7049167,Culvert,Box Culvert,NA,Z5463,15.954,ROAD
Z5463_LRP016b,24.8370274,88.7038889,Culvert / KmPost,Box Culvert / Km post missing,NA,Z5463,16.559,ROAD
Z5463_LRP017a,24.8349163,88.7044167,Culvert,Sluice Gate,NA,Z5463,16.798,ROAD
Z5463_LRP017b,24.8333608,88.7046944,Culvert,Sluice Gate,NA,Z5463,16.984,ROAD
Z5463_LRP017c,24.8284716,88.7073333,Culvert,Box Culvert,NA,Z5463,17.555,ROAD
Z5463_LRP018,24.828416,88.7059722,KmPost,Km post missing,NA,Z5463,17.56,ROAD
Z5463_LRP018a,24.8241104,88.7053611,Culvert,Box Culvert,NA,Z5463,18.044,ROAD
Z5463_LRP018b,24.8212771,88.7056389,Culvert,Box Culvert,NA,Z5463,18.367,ROAD
Z5463_LRP018c,24.8199993,88.7059722,Others,Patakataahat,NA,Z5463,18.515,ROAD
Z5463_LRP019,24.8196104,88.7060556,KmPost,Km post missing,NA,Z5463,18.56,ROAD
Z5463_LRP019a,24.8182216,88.7055556,Culvert,Sluice Gate,NA,Z5463,18.734,ROAD
Z5463_LRP019b,24.8166938,88.7049444,Culvert,Box Culvert,NA,Z5463,18.917,ROAD
Z5463_LRP019c,24.8135278,88.7041389,Culvert,Box Culvert,NA,Z5463,19.28,ROAD
Z5463_LRP020,24.811,88.7039167,KmPost,Km post missing,NA,Z5463,19.56,ROAD
Z5463_LRP020a,24.8104167,88.7038611,Culvert,Box Culvert,NA,Z5463,19.626,ROAD
Z5463_LRP021,24.8022778,88.7076111,KmPost,Ferry Ghat 4.00 km,NA,Z5463,20.545,ROAD
Z5463_LRP021a,24.7977219,88.7063333,Culvert,Box Culvert,NA,Z5463,21.087,ROAD
Z5463_LRP021b,24.7963052,88.7066944,Culvert,Box Culvert,NA,Z5463,21.246,ROAD
Z5463_LRP021c,24.7953886,88.7067778,Culvert,Box Culvert,NA,Z5463,21.351,ROAD
Z5463_LRP022,24.7942774,88.7065833,KmPost,Ferry Ghat 3 km,NA,Z5463,21.485,ROAD
Z5463_LRP022a,24.7934163,88.7062778,Culvert,Box Culvert,NA,Z5463,21.589,ROAD
Z5463_LRP022b,24.7896386,88.7033889,Culvert,Box Culvert,NA,Z5463,22.108,ROAD
Z5463_LRP023,24.7874719,88.7031111,KmPost,Ferry Ghat 2 km,NA,Z5463,22.36,ROAD
Z5463_LRP023a,24.7868608,88.7031389,Culvert,Box Culvert,NA,Z5463,22.425,ROAD
Z5463_LRP023b,24.7856108,88.70325,Culvert,Box Culvert,NA,Z5463,22.563,ROAD
Z5463_LRP024,24.7789716,88.7040833,KmPost,Mithapukur 21 km,NA,Z5463,23.315,ROAD
Z5463_LRPE,24.7769438,88.7054167,Others,Ferry Ghat more Connect with R-685.,NA,Z5463,23.575,ROAD
Z5463_LRPS,24.9521667,88.7469163,Others,Road Start from Enayaetpur.,NA,Z5463,0,ROAD
Z5463_LRPSa,24.9521944,88.7464719,Culvert,Cross Drain,NA,Z5463,0.04,ROAD
Z5463_LRPSb,24.9525833,88.7449163,Culvert,Cross Drain,NA,Z5463,0.2,ROAD
Z5463_LRPSc,24.9529444,88.7443886,Culvert,Cross Drain,NA,Z5463,0.286,ROAD
Z5463_LRPSd,24.9508889,88.7426663,"Turnoff,Right",Right turn,NA,Z5463,0.592,ROAD
Z5463_LRPSe,24.9512222,88.7393886,"Turnoff,Left",Left  turn,NA,Z5463,0.935,ROAD
Z5464_LRP001,25.0474719,88.7461108,KmPost,Km post Broken,NA,Z5464,0.004,ROAD
Z5464_LRP002,25.0413608,88.7395274,KmPost,Km post missing,NA,Z5464,1.004,ROAD
Z5464_LRP002a,25.0408052,88.7381386,Culvert,Box Culvert,NA,Z5464,1.16,ROAD
Z5464_LRP002b,25.0413608,88.7301938,Culvert,Box culvert,NA,Z5464,1.985,ROAD
Z5464_LRP003,25.0413608,88.7302493,KmPost,Km post missing,NA,Z5464,2,ROAD
Z5464_LRP004,25.0413886,88.720666,KmPost,Km post Missing,NA,Z5464,3,ROAD
Z5464_LRP004a,25.0411108,88.719166,Culvert,Brick machinary Culvert,NA,Z5464,3.145,ROAD
Z5464_LRP004b,25.0392497,88.7159444,Culvert,Box Culvert,NA,Z5464,3.537,ROAD
Z5464_LRP004c,25.0371386,88.7134444,Culvert,Box Culvert,NA,Z5464,3.873,ROAD
Z5464_LRP005,25.0364441,88.7126111,KmPost,Nozipur 4 km,NA,Z5464,4,ROAD
Z5464_LRP005a,25.0357219,88.7117222,Culvert,Box culvert,NA,Z5464,4.123,ROAD
Z5464_LRP006,25.0306382,88.7054444,KmPost,Km post Broken,NA,Z5464,4.98,ROAD
Z5464_LRP007,25.0244993,88.6980274,KmPost,Km post missing,NA,Z5464,5.98,ROAD
Z5464_LRP007a,25.0231938,88.6964441,Culvert,Box culvert,NA,Z5464,6.202,ROAD
Z5464_LRP007b,25.0197216,88.6922774,Culvert,Box Culvert,NA,Z5464,6.748,ROAD
Z5464_LRP008,25.0185271,88.6904719,KmPost,Km post missing,NA,Z5464,6.98,ROAD
Z5464_LRP008a,25.0184993,88.6904719,Culvert,Box Culvert,NA,Z5464,6.992,ROAD
Z5464_LRP008b,25.0184716,88.6904719,Culvert,Box culvert,NA,Z5464,7.025,ROAD
Z5464_LRP009,25.0150278,88.6814716,KmPost,Km post missing,NA,Z5464,7.98,ROAD
Z5464_LRP009a,25.0150556,88.6814716,Culvert,Box Culvert,NA,Z5464,7.985,ROAD
Z5464_LRP010,25.0111389,88.672916,KmPost,Km post missing,NA,Z5464,8.98,ROAD
Z5464_LRP010a,25.0104167,88.6709993,Culvert,Box culvert,NA,Z5464,9.18,ROAD
Z5464_LRP010b,25.0085833,88.6663056,Culvert,Cross drain,NA,Z5464,9.7,ROAD
Z5464_LRPE,25.0085556,88.6663056,Others,"Road end at Shibpur bazar more & connect with Z 5456, Shibpur, Naogaon.",NA,Z5464,9.71,ROAD
Z5464_LRPS,25.0474997,88.7461386,Others,Road start from R 547 at Patnitala. Naogaon.,NA,Z5464,0,ROAD
Z5467_LRP001,24.9042778,89.0700827,KmPost,Tilakpur 8 km,JP,Z5467,0.835,ROAD
Z5467_LRP002,24.9006944,89.0610833,KmPost,Tilakpur 7 km,JP,Z5467,1.85,ROAD
Z5467_LRP002a,24.8987497,89.0561944,"SideRoad,Left",Punduria -Dewra Road,JP,Z5467,2.3,ROAD
Z5467_LRP003,24.8970552,89.0519444,KmPost,Tilakpur 6 km,JP,Z5467,2.85,ROAD
Z5467_LRP003a,24.8953052,89.0476108,Culvert,Masonry culvert,JP,Z5467,3.33,ROAD
Z5467_LRP004,24.8934163,89.0428886,KmPost,Tilakpur 5 km,JP,Z5467,3.85,ROAD
Z5467_LRP004a,24.8924441,89.0404719,Bridge,R.C.C Bridge start,JP,Z5467,4.122,BRIDGE_START
Z5467_LRP004b,24.8924163,89.0403608,Bridge,R.C.C Bridge end,JP,Z5467,4.14,BRIDGE_END
Z5467_LRP004c,24.8908886,89.0376386,Culvert,Box culvert,JP,Z5467,4.45,ROAD
Z5467_LRP004d,24.8902774,89.0364719,Culvert,Slab Culvert,JP,Z5467,4.6,ROAD
Z5467_LRP005,24.8891663,89.0334719,KmPost,Tilakpur  4 km,JP,Z5467,4.92,ROAD
Z5467_LRP005a,24.8884441,89.031166,Culvert,Slab culvert,JP,Z5467,5.157,ROAD
Z5467_LRP005b,24.8865552,89.0249993,Culvert,Masonry  Culvert,JP,Z5467,5.786,ROAD
Z5467_LRP006,24.8864719,89.0246938,KmPost,Tilakpur 3 km,JP,Z5467,5.86,ROAD
Z5467_LRP006a,24.8862774,89.0240827,Culvert,Masonry culvert,JP,Z5467,5.924,ROAD
Z5467_LRP006b,24.8855274,89.021666,Culvert,Masonry culvert,JP,Z5467,6.19,ROAD
Z5467_LRP007,24.8837774,89.0158611,KmPost,Tilakpur 2 km,JP,Z5467,6.81,ROAD
Z5467_LRP007a,24.8823604,89.0114722,Culvert,Pipe culvert,JP,Z5467,7.28,ROAD
Z5467_LRP008,24.8804716,89.00675,KmPost,Tilakpur 1km,JP,Z5467,7.81,ROAD
Z5467_LRPE,24.8798604,89.0049444,Others,"End at Hater more Infront of DBBL Sign Board,Intersection At Z5467 & Z5478,Tilokhpur,Akkelpur, Joypurhat.",JP,Z5467,7.985,ROAD
Z5467_LRPS,24.9063611,89.0781382,Others,"Start at Raikali Tin matha more Infront of RHD Direction Sign Board Intersection at Z5467 and Z5459 Raikali,Akkelpur Jaipurhat.",JP,Z5467,0,ROAD
Z5467_LRPSa,24.9062222,89.0770549,Culvert,Masonry culvert,JP,Z5467,0.109,ROAD
Z5469_LRP001,24.6121944,88.983333,KmPost,Km Post Missing,NA,Z5469,1,ROAD
Z5469_LRP001a,24.6111944,88.9924441,Culvert,Box Cuvert,NA,Z5469,1.97,ROAD
Z5469_LRP002,24.6112778,88.9924997,KmPost,Km Post Missing,NA,Z5469,2,ROAD
Z5469_LRP002a,24.6114722,88.9948608,Culvert,Box Culvert,NA,Z5469,2.215,ROAD
Z5469_LRP003,24.6098333,89.0015,KmPost,Km Post Missing,NA,Z5469,3,ROAD
Z5469_LRP003a,24.6098333,89.0036111,Culvert,Cross Drain,NA,Z5469,3.452,ROAD
Z5469_LRP004,24.6023056,89.0066111,KmPost,Km Post Missing,NA,Z5469,4,ROAD
Z5469_LRP004a,24.6005833,89.0085556,Culvert,Cross Drain,NA,Z5469,4.293,ROAD
Z5469_LRP004b,24.5969441,89.0138889,Culvert,Cross Drain,NA,Z5469,4.99,ROAD
Z5469_LRP005,24.5968886,89.0140556,KmPost,Km Post Missing,NA,Z5469,5,ROAD
Z5469_LRP006,24.5916108,89.0216938,KmPost,Km Post Missing,NA,Z5469,6,ROAD
Z5469_LRP007,24.5836108,89.0258882,KmPost,Km Post Missing,NA,Z5469,7,ROAD
Z5469_LRP007a,24.578416,89.032416,Culvert,Cross Drain,NA,Z5469,7.878,ROAD
Z5469_LRP008,24.577666,89.0331382,KmPost,Km Post Missing,NA,Z5469,8,ROAD
Z5469_LRP009,24.5706382,89.0394163,KmPost,Km Post Missing,NA,Z5469,9,ROAD
Z5469_LRP009a,24.5685827,89.0404163,Others,Sluice Gate,NA,Z5469,9.252,ROAD
Z5469_LRP010,24.56225,89.0421108,KmPost,Km Post Missing,NA,Z5469,10,ROAD
Z5469_LRP011,24.5570833,89.0501111,KmPost,Km Post Missing,NA,Z5469,11,ROAD
Z5469_LRP012,24.5518056,89.0580833,KmPost,Km Post Missing,NA,Z5469,12,ROAD
Z5469_LRP013,24.5537778,89.0671104,KmPost,Km Post Missing,NA,Z5469,13,ROAD
Z5469_LRP014,24.549583,89.0731382,KmPost,Km Post Missing,NA,Z5469,14,ROAD
Z5469_LRP015,24.5457497,89.0808327,KmPost,Km Post Missing,NA,Z5469,15,ROAD
Z5469_LRP016,24.540333,89.088083,KmPost,Km Post Missing,NT,Z5469,16,ROAD
Z5469_LRP016a,24.536833,89.0904163,Others / Others,Start RHD Natore / Start RHD Natore,NT,Z5469,16.5,ROAD
Z5469_LRP017,24.5329716,89.0896941,KmPost,Km Post Missing,NT,Z5469,17,ROAD
Z5469_LRP017a,24.529916,89.0941108,Culvert,Cross Drain,NT,Z5469,17.778,ROAD
Z5469_LRP018,24.5290271,89.0961386,KmPost,Km Post Missing,NT,Z5469,18,ROAD
Z5469_LRP018a,24.5325827,89.0975274,Culvert,Cross Drain,NT,Z5469,18.457,ROAD
Z5469_LRP019,24.5318327,89.1028611,KmPost,Km Post Missing,NT,Z5469,19,ROAD
Z5469_LRP019a,24.5316104,89.1045556,Culvert,Cross Drain,NT,Z5469,19.196,ROAD
Z5469_LRP020,24.5263049,89.1099444,KmPost,Km Post Missing,NT,Z5469,20,ROAD
Z5469_LRP021,24.519916,89.1157778,KmPost,Km Post Missing,NT,Z5469,21,ROAD
Z5469_LRP021a,24.5150278,89.1163611,Culvert,Cross Drain,NT,Z5469,21.576,ROAD
Z5469_LRP022,24.5111111,89.116916,KmPost,Km Post Missing,NT,Z5469,22,ROAD
Z5469_LRP022a,24.5103889,89.1172771,Others,Earth road start,NT,Z5469,22.1,ROAD
Z5469_LRP022b,24.5100278,89.1173604,Culvert,Cross Drain,NT,Z5469,22.143,ROAD
Z5469_LRP022c,24.5082778,89.1175549,Bridge,Bridge start,NT,Z5469,22.355,BRIDGE_START
Z5469_LRP022d,24.5074722,89.1177493,Bridge,Bridge end,NT,Z5469,22.448,BRIDGE_END
Z5469_LRP022e,24.5071389,89.1178049,Others,Bitu. Pav start,NT,Z5469,22.475,ROAD
Z5469_LRP023,24.5038333,89.120916,KmPost,Km Post Missing,NT,Z5469,23,ROAD
Z5469_LRP023a,24.5028333,89.1209438,Culvert,Cross Drain,NT,Z5469,23.142,ROAD
Z5469_LRPE,24.4990552,89.1249993,Others,End at Ningoin Bus stand & Connect with N-502,NT,Z5469,23.81,ROAD
Z5469_LRPS,24.6113333,88.9743604,Others,Start from R548 near Baily Bridge South end,NA,Z5469,0,BRIDGE_START
Z5469_LRPSc,24.6113056,88.9807493,Bridge,End Of Bridge,NA,Z5469,0.688,BRIDGE_END
Z5471_LRP001,24.8318882,89.2592222,KmPost,Km post missing,BO,Z5471,1,ROAD
Z5471_LRP002,24.8304438,89.2495552,KmPost,Km post missing,BO,Z5471,2,ROAD
Z5471_LRP002a,24.8298882,89.2454163,Culvert,Masonry culvert,BO,Z5471,2.423,ROAD
Z5471_LRP003,24.8290827,89.2398608,KmPost,Km post missing,BO,Z5471,3,ROAD
Z5471_LRP003a,24.8288882,89.2384163,Culvert,Box culvert,BO,Z5471,3.15,ROAD
Z5471_LRP003b,24.8282771,89.2342497,Culvert,Slab culvert,BO,Z5471,3.578,ROAD
Z5471_LRP003c,24.8277771,89.2311382,Culvert,Masonry culvert,BO,Z5471,3.866,ROAD
Z5471_LRP004,24.8277216,89.2300271,KmPost,Km post missing,BO,Z5471,4,ROAD
Z5471_LRP004a,24.8276938,89.2298604,Culvert,Masonry culvert,BO,Z5471,4.021,ROAD
Z5471_LRP004b,24.8273882,89.2252216,Culvert,Slab culvert,BO,Z5471,4.496,ROAD
Z5471_LRP005,24.8269993,89.2201104,KmPost,Km post missing,BO,Z5471,5,ROAD
Z5471_LRP006,24.8267771,89.2264993,KmPost,Km post missing,BO,Z5471,6,ROAD
Z5471_LRP006a,24.8267771,89.2098889,Culvert,Box Culvert,BO,Z5471,6.04,ROAD
Z5471_LRP007,24.8258604,89.2000556,KmPost,Km post missing,BO,Z5471,7,ROAD
Z5471_LRP008,24.8244993,89.191083,KmPost,Km post missing,BO,Z5471,8,ROAD
Z5471_LRP008a,24.8243327,89.1907774,"Turnoff,Left",Left turn,BO,Z5471,8.02,ROAD
Z5471_LRP008b,24.8230549,89.1913886,Others,Sluice gate,BO,Z5471,8.23,ROAD
Z5471_LRP008c,24.8200827,89.1871941,Others,Sluice Gate,BO,Z5471,8.753,ROAD
Z5471_LRP009,24.820916,89.1850274,KmPost,Km post missing,BO,Z5471,9,ROAD
Z5471_LRP009a,24.8194716,89.1831104,CrossRoad,Z 5202,BO,Z5471,9.37,ROAD
Z5471_LRP009b,24.8200271,89.1790827,"Turnoff,Left",Left turn,BO,Z5471,9.95,ROAD
Z5471_LRP010,24.8192771,89.1781938,KmPost,Km post missing,BO,Z5471,10,ROAD
Z5471_LRP011,24.8111667,89.1777771,KmPost,Km post missing,BO,Z5471,11,ROAD
Z5471_LRP011a,24.8101667,89.177916,Bridge,Start of Bridge,BO,Z5471,11.204,BRIDGE_START
Z5471_LRP011b,24.8101389,89.1779438,Bridge,End of Bridge,BO,Z5471,11.45,BRIDGE_END
Z5471_LRP011c,24.8080833,89.1783604,Culvert,Box Culvert,BO,Z5471,11.46,ROAD
Z5471_LRP012,24.8033611,89.1790827,KmPost,Km post missing,BO,Z5471,12,ROAD
Z5471_LRP012a,24.8019722,89.179166,Culvert,Box culvert,BO,Z5471,12.153,ROAD
Z5471_LRP012b,24.7986108,89.1798604,Culvert,Box culvert,BO,Z5471,12.55,ROAD
Z5471_LRP012c,24.7979719,89.1799716,Culvert,Box culvert,BO,Z5471,12.625,ROAD
Z5471_LRP012d,24.7958886,89.1800827,Culvert,Masonry culvert,BO,Z5471,12.864,ROAD
Z5471_LRP013,24.7945274,89.1802771,KmPost,Km post missing,BO,Z5471,13,ROAD
Z5471_LRP013a,24.7938052,89.1802493,Culvert,Box culvert,BO,Z5471,13.08,ROAD
Z5471_LRP013b,24.7895552,89.1803882,Culvert,Box culvert,BO,Z5471,13.664,ROAD
Z5471_LRP014,24.7868052,89.180166,KmPost,Km post missing,BO,Z5471,14,ROAD
Z5471_LRP014a,24.7856941,89.180166,Culvert,Box culvert,BO,Z5471,14.355,ROAD
Z5471_LRP014b,24.7825827,89.180166,Culvert,Box culvert,BO,Z5471,14.805,ROAD
Z5471_LRP015,24.7786382,89.1803049,KmPost,Km post missing,BO,Z5471,15,ROAD
Z5471_LRP015a,24.7768604,89.1807493,Culvert,Box Culvert,BO,Z5471,15.524,ROAD
Z5471_LRP015b,24.77126741,89.18085027,Culvert,Box culvert,BO,Z5471,15.87,ROAD
Z5471_LRP016,24.76897411,89.18089937,KmPost,Km post missing,BO,Z5471,16,ROAD
Z5471_LRP017,24.75960569,89.18129119,KmPost,Km post missing,BO,Z5471,17,ROAD
Z5471_LRP017a,24.7592778,89.1813049,"Turnoff,Right",Turn of right,BO,Z5471,17.035,ROAD
Z5471_LRP017b,24.7589167,89.1755827,Culvert,Box culvert,BO,Z5471,17.636,ROAD
Z5471_LRP018,24.7585278,89.1723049,KmPost,Km post missing,BO,Z5471,18,ROAD
Z5471_LRP018a,24.7592222,89.1726938,Others,Start Earth road,BO,Z5471,18.1,ROAD
Z5471_LRP018b,24.7594444,89.1708327,Culvert,Box culvert,BO,Z5471,18.145,ROAD
Z5471_LRP018c,24.75925,89.1681382,Culvert,Box Culvert,BO,Z5471,18.438,ROAD
Z5471_LRP019,24.7584722,89.1635278,KmPost,Km post missing,BO,Z5471,19,ROAD
Z5471_LRP019a,24.758,89.1616944,Culvert,Box culvert,BO,Z5471,19.115,ROAD
Z5471_LRP019b,24.7573611,89.1576944,Culvert,Box culvert,BO,Z5471,19.53,ROAD
Z5471_LRP019c,24.7566944,89.1555278,Culvert,Box culvert,BO,Z5471,19.761,ROAD
Z5471_LRP019d,24.7565278,89.1545278,Culvert,Box culvert,BO,Z5471,19.86,ROAD
Z5471_LRP020,24.7566111,89.1536111,KmPost,Km post missing,BO,Z5471,20,ROAD
Z5471_LRP021,24.7555,89.1603889,KmPost,Km post missing,BO,Z5471,21,ROAD
Z5471_LRPE,24.7543889,89.1408608,Others,End at Bagdaha bazar more.,BO,Z5471,21.41,ROAD
Z5471_LRPS,24.8329716,89.2687771,Others,Start at Kahalu Charmatha more and From Z5053.,BO,Z5471,0,ROAD
Z5471_LRPSa,24.8328882,89.2685271,Culvert,Slab culvert,BO,Z5471,0.032,ROAD
Z5471_LRPSb,24.8326938,89.266666,Culvert,Slab Culvert,BO,Z5471,0.222,ROAD
Z5471_LRPSc,24.8324993,89.2650833,Culvert,Slab Culvert,BO,Z5471,0.382,ROAD
Z5471_LRPSd,24.8323049,89.26425,"Turnoff,Right",Right turn,BO,Z5471,0.464,ROAD
Z5471_LRPSe,24.8322771,89.2629167,Culvert,Box Culvert,BO,Z5471,0.615,ROAD
Z5472_LRP001,24.8045278,89.0388886,KmPost,Km post missing,BO,Z5472,1,ROAD
