"road","chainage","lrp","lat","lon","type","name"
"Z5617","14.01","LRP014","25.9648611","89.5639444","KmPost","Information  Missing"
"Z5617","15","LRP015","25.9648056","89.5541389","KmPost","Information  Missing"
"Z5617","16","LRP016","25.9560556","89.55175","KmPost","Information  Missing"
"Z5617","16.338","LRP016a","25.95325","89.5506389","Bridge","Start of bridge (R.C.C)"
"Z5617","16.35","LRP016b","25.9531111","89.5506667","Bridge","End of bridge (R.C.C)"
"Z5617","16.385","LRP016c","25.9528333","89.5506944","SideRoad,Right","Z5616"
"Z5617","17.03","LRP017","25.9491108","89.5453052","KmPost","Infor.missing"
"Z5617","18.03","LRP018","25.9435274","89.5370274","KmPost","Info missing"
"Z5617","18.93","LRPE","25.9446386","89.5288327","Others","End at Ferry ghat Phulbari, Kurigram."
"Z5621","0","LRPS","25.8128333","89.6432497","Others","Start at Traffic island Shapla Chhattar, intersection & N 506 & Z 5622."
"Z5621","0.019","LRPSa","25.8127778","89.6430552","Monument","Shapia Chhattar Kurigram"
"Z5621","0.44","LRPSb","25.8093889","89.6413052","Culvert","Box Culvert"
"Z5621","0.5","LRPSc","25.8087778","89.641083","RoundAbout","Rount About"
"Z5621","0.6","LRPSd","25.808","89.6406941","Culvert","Slab Culvert"
"Z5621","0.82","LRPSe","25.8062222","89.6399163","Culvert","Box Culvert"
"Z5621","1","LRP001","25.8046667","89.6391386","KmPost","Km post missing"
"Z5621","1.398","LRP001a","25.8014167","89.6376108","Culvert","Slab culvert"
"Z5621","1.95","LRP002","25.7966663","89.6361108","KmPost","Chillmari 30 km Ulipur 16 km"
"Z5621","1.978","LRP002a","25.7963052","89.6361663","RailRoadCrossing","Rail Road Crossing"
"Z5621","2.95","LRP003","25.7876386","89.6351941","KmPost","Chillmari 29 km"
"Z5621","3.863","LRP003a","25.780416","89.6308882","Culvert","Box culvert"
"Z5621","3.97","LRP004","25.7795827","89.630416","KmPost","Ulipur 14 km"
"Z5621","4.55","LRP004a","25.7751938","89.6273327","Bridge","Bridge Start R C C"
"Z5621","4.56","LRP004b","25.7751382","89.6273049","Bridge","Bridge end R C C"
"Z5621","4.96","LRP005","25.7718604","89.6256938","KmPost","Chillmari 27 km"
"Z5621","5.174","LRP005a","25.7699438","89.6253604","Culvert","Masonry Culvert"
"Z5621","5.773","LRP005b","25.7645278","89.6253049","Culvert","Pipe Culvert"
"Z5621","5.97","LRP005c","25.7628889","89.6255271","Bridge","Bridge start R C C"
"Z5621","5.998","LRP005d","25.7625833","89.625666","Bridge","Bridge end R C C"
"Z5621","6.022","LRP006","25.7623611","89.6257771","KmPost","Chillmari 26 km"
"Z5621","6.487","LRP006a","25.7583611","89.6270549","Culvert","Masonry Culvert"
"Z5621","7.036","LRP007","25.7535833","89.6286104","KmPost","Ulipur 11 km"
"Z5621","7.186","LRP007a","25.7523611","89.6289716","RailRoadCrossing","Rail Road Crossing"
"Z5621","7.742","LRP007b","25.7474719","89.6298049","Culvert","Box culvert"
"Z5621","8.036","LRP008","25.7453052","89.6299716","KmPost","Chillmari 24 km"
"Z5621","8.681","LRP008a","25.7392219","89.6282216","Culvert","Box culvert"
"Z5621","9","LRP009","25.737083","89.6266382","KmPost","Chillmari 23 km"
"Z5621","9.563","LRP009a","25.7328327","89.6241938","Bridge","Bridge start R C C"
"Z5621","9.58","LRP009b","25.7327216","89.6243604","Bridge","Bridge end R C C"
"Z5621","10","LRP010","25.7292771","89.6231104","KmPost","Chillmari 22 km"
"Z5621","10.93","LRP010a","25.7213604","89.6201938","Bridge","Bridge start R C C"
"Z5621","10.943","LRP010b","25.7212216","89.620166","Bridge","Bridge end R C C"
"Z5621","11","LRP011","25.7206938","89.6200549","KmPost","Info missing"
"Z5621","11.737","LRP011a","25.7141389","89.6188882","Culvert","pipe Culvert"
"Z5621","12","LRP011b","25.7119167","89.6180271","Culvert","Box Culvert"
"Z5621","12.008","LRP012","25.7118056","89.6179716","KmPost","Info missing"
"Z5621","12.098","LRP012a","25.7109722","89.6176382","RailRoadCrossing","Rail Road Crossing"
"Z5621","12.743","LRP012b","25.7136111","89.6170549","Culvert","Masonry  Culvert"
"Z5621","13.01","LRP013","25.7029722","89.616916","KmPost","Chillmari 19 km"
"Z5621","13.573","LRP013a","25.6978052","89.6163333","Culvert","Box culvert"
"Z5621","14","LRP014","25.6940552","89.6158889","KmPost","Info missing"
"Z5621","14.642","LRP014a","25.6882774","89.6151944","Culvert","Masonry  Culvert"
"Z5621","15","LRP015","25.6878052","89.6148056","KmPost","Chillmari 17 km"
"Z5621","15.917","LRP015a","25.6769438","89.616","Culvert","Box culvert"
"Z5621","16","LRP016","25.6762216","89.61625","KmPost","Ulipur 02 km"
"Z5621","16.03","LRP016a","25.675916","89.6163333","Culvert","Box culvert"
"Z5621","16.388","LRP016b","25.6728604","89.6171382","Culvert","Box culvert"
"Z5621","16.572","LRP016c","25.6711938","89.6175549","Culvert","Box culvert"
"Z5621","16.738","LRP016d","25.6697493","89.6179438","Culvert","Box culvert"
"Z5621","17","LRP017","25.6673882","89.6185549","KmPost","Info missing"
"Z5621","18.01","LRP018","25.6584722","89.6176938","KmPost","Info missing"
"Z5621","18.47","LRP018a","25.6550556","89.6155556","Bridge","Bridge start R C C"
"Z5621","18.495","LRP018b","25.6538056","89.6153889","Bridge","Bridge end R C C"
"Z5621","18.83","LRP018c","25.6520278","89.614","SideRoad,Right","Z 5623 To Bojra"
"Z5621","19.01","LRP019","25.6506944","89.6142222","KmPost","Info missing"
"Z5621","19.79","LRP019a","25.6438886","89.6158611","Culvert","Slab  Culvert"
"Z5621","20.01","LRP020","25.6424441","89.6171104","KmPost","Info missing"
"Z5621","20.307","LRP020a","25.6403052","89.6190827","Culvert","Box Culvert"
"Z5621","21.01","LRP021","25.6353608","89.6234438","KmPost","Info missing"
"Z5621","21.972","LRP021a","25.6285271","89.6294993","RailRoadCrossing","Rail Road Crossing"
"Z5621","22.01","LRP022","25.6281382","89.6298327","KmPost","Info missing"
"Z5621","23.02","LRP023","25.6208604","89.6362497","KmPost","Info missing"
"Z5621","23.722","LRP023a","25.6159444","89.6406663","Culvert","Slab Culvert"
"Z5621","24.02","LRP024","25.6141389","89.6422774","KmPost","Info missing"
"Z5621","24.72","LRP024a","25.6092778","89.6465552","Bridge","Bridge srart"
"Z5621","24.74","LRP024b","25.6091944","89.6466663","Bridge","Bridge end R C C"
"Z5621","25.05","LRP025","25.607","89.6486108","KmPost","Info missing"
"Z5621","25.078","LRP025a","25.6067778","89.648833","Culvert","Box Culvert"
"Z5621","25.818","LRP025b","25.6016111","89.6533611","Culvert","Box Culvert"
"Z5621","26.05","LRP026","25.5999719","89.6548333","KmPost","Info missing"
"Z5621","27","LRP026a","25.5933608","89.6607222","Culvert","Slab  culvert"
"Z5621","27.04","LRP027","25.5929163","89.6611111","KmPost","Info missing"
"Z5621","27.34","LRP027a","25.5902497","89.6633611","SideRoad,Right","Z 5623"
"Z5621","28.04","LRP028","25.5858608","89.6673327","KmPost","Km post missing"
"Z5621","28.432","LRP028a","25.5835552","89.6695827","Culvert","Masonry  Culvert"
"Z5621","29.04","LRP029","25.5788049","89.6736382","KmPost","Km post missing"
"Z5621","29.564","LRP029a","25.5752493","89.6766938","Culvert","Masonry Culvert"
"Z5621","29.98","LRPE","25.5723327","89.6793327","Others","End of Road at Chillmari Bank of Brammaputra, Ramna Ghate, Chillmari, Kurigram ."
"Z5622","0","LRPS","25.8129722","89.6431386","Others","Start at traffic Island Shapla Chattare Kurigram and Intersection with N506."
"Z5622","0.182","LRPSa","25.8132222","89.6448608","Monument","Shahid Mukti Joddha sriti shoudha"
"Z5622","0.88","LRP001","25.8150833","89.6511111","KmPost","Bhurungamari 38 Km Nageswari 21 Km"
"Z5622","1.33","LRP001a","25.8186104","89.6530833","Culvert","Box Culvert"
"Z5622","1.88","LRP001b","25.8227771","89.6561111","Turnoff,Right","Turn off Right"
"Z5622","1.93","LRP002","25.8228327","89.6564167","KmPost","Bhurungamari 37 Km Nageswari 20 Km"
"Z5622","2.93","LRP003","25.8177771","89.6631111","KmPost","Bhurungamari 36 Km, Sonahat Bridge 41 Km"
"Z5622","3.19","LRP003a","25.8185549","89.6655278","Bridge","Start of Bridge (Dorolla)"
"Z5622","3.838","LRP003b","25.8204716","89.6717493","Bridge","End of bridge (Dorolla)"
"Z5622","3.96","LRP004","25.8207771","89.6724993","KmPost","Bhurungamari 35 Km,Phulbari 38 km"
"Z5622","4.95","LRP005","25.8292493","89.672666","KmPost","Burungamari 34 Km Madarganj 64 Km"
"Z5622","5.89","LRP006","25.8360274","89.6693049","KmPost","Burungamari 33 Km Nageswari 16 Km"
"Z5622","6.79","LRP007","25.8438886","89.6681104","KmPost","Bhurungamari 32 Km Nageswari 15 Km"
"Z5622","7.8","LRP008","25.8526944","89.6692216","KmPost","Bhurungamari 31 Km Nageswari 14 Km"
"Z5622","8.78","LRP008a","25.8607778","89.6727216","Culvert","Slab culvert"
"Z5622","8.79","LRP009","25.8608611","89.6727493","KmPost","Bhurungamari 30 Km Nageswari 13 Km"
"Z5622","9.8","LRP010","25.8698327","89.6745271","KmPost","Bhurungamari 29 Km Nageswari 12 Km"
"Z5622","10.4","LRP010a","25.8739993","89.6779993","Culvert","Box Culvert"
"Z5622","10.8","LRP011","25.877416","89.6797216","KmPost","Bhurungamari 28 Km Nageswari 11 Km"
"Z5622","10.904","LRP011a","25.878166","89.6800827","Bridge","Start of bridge(R.C.C)"
"Z5622","10.928","LRP011b","25.8783604","89.6801938","Bridge","End of bridge(R.C.C)"
"Z5622","11.8","LRP012","25.8854441","89.6840552","KmPost","Km post missing"
"Z5622","12.8","LRP013","25.8928608","89.6892774","KmPost","Bhurungamari 26 Km Nageswari 9 Km"
"Z5622","13.06","LRP013a","25.8947774","89.6906386","Bridge","Start of bridge(R.C.C)"
"Z5622","13.07","LRP013b","25.8948608","89.6906941","Bridge","End of Bridge (R.C.C)"
"Z5622","13.8","LRP014","25.9006389","89.6947497","KmPost","Km post missing"
"Z5622","14.208","LRP014a","25.9036944","89.6964719","Culvert","Slab culvert"
"Z5622","14.85","LRP015","25.9091389","89.6991108","KmPost","Bhurungamari 24 Km Nageswari 7 Km"
"Z5622","15.85","LRP016","25.9179716","89.6992774","KmPost","Km post missing"
"Z5622","16.35","LRP016a","25.9224438","89.6982774","Culvert","Masonry culvert"
"Z5622","16.83","LRP017","25.9262216","89.6964163","KmPost","Bhurungamari 22 Km Nageswari 5 Km"
"Z5622","17.85","LRP018","25.9343886","89.6917497","KmPost","Bhurungamari 21 Km Nageswari 4 Km"
"Z5622","18.88","LRP019","25.9431386","89.6934163","KmPost","Bhurungamari 20 Km Nageswari 3 Km"
"Z5622","19.49","LRP019a","25.9484997","89.695333","Bridge","Start of Bridge (R.C.C)"
"Z5622","19.516","LRP019b","25.9487219","89.6953886","Bridge","End of bridge(R.C.C)"
"Z5622","19.85","LRP020","25.9515833","89.6964163","KmPost","Bhurungamari 19 Km Nageswari 2 Km"
"Z5622","20.578","LRP020a","25.9576944","89.696083","Culvert","R.C.C culvert start"
"Z5622","20.59","LRP020b","25.9578056","89.6959997","Culvert","R.C.C culvert end"
"Z5622","20.84","LRP021","25.95975","89.694833","KmPost","Bhurungamari 18 Km Nageswari 1 Km"
"Z5622","21.618","LRP021a","25.9660278","89.6912219","SideRoad,Left","Z5616"
"Z5622","21.62","LRP021b","25.9660278","89.6912219","SideRoad,Right","Z5624"
"Z5622","21.84","LRP022","25.9679993","89.6901108","KmPost","Km post missing"
"Z5622","22.227","LRP022a","25.971416","89.6881386","SideRoad,Left","Z5617 to Phulbari"
"Z5622","22.88","LRP023","25.9759993","89.6855552","KmPost","Bhurungamari 16 Km Madarganj 46 Km"
"Z5622","23.409","LRP023a","25.9803049","89.6832216","Culvert","Box Culvert"
"Z5622","23.9","LRP024","25.9846108","89.6818604","KmPost","Bhurungamari 15 Km Kachakata 39 Km"
"Z5622","23.944","LRP024a","25.9849719","89.6817493","Bridge","Start of bridge (R.C.C)"
"Z5622","23.966","LRP024b","25.9851386","89.6816938","Bridge","End of bridge (R.C.C)"
"Z5622","24.92","LRP025","25.9935274","89.6807493","KmPost","Bhurungamari 14 Km Madarganj 44 Km"
"Z5622","25.95","LRP026","26.0024444","89.6822493","KmPost","Km post Broken"
"Z5622","26.95","LRP027","26.0111667","89.6810827","KmPost","Bhurungamari 12 Km Madarganj 42 Km"
"Z5622","27.95","LRP028","26.0196104","89.6783882","KmPost","Bhurungamari 11 Km Kachakata 35 Km"
"Z5622","28.95","LRP029","26.028166","89.6797771","KmPost","Bhurungamari 10 km,Madarganj 40 km"
"Z5622","29.95","LRP030","26.037083","89.6814993","KmPost","Km post missing"
"Z5622","30.043","LRP030a","26.0377219","89.6818049","Bridge","Start of bridge(P.C Girder)"
"Z5622","30.145","LRP030b","26.0386108","89.6820549","Bridge","End of bridge(P.C Girder)"
"Z5622","31.01","LRP031","26.0461108","89.6846663","KmPost","Bhurungamari 8 Km Madargang 38   Km"
"Z5622","32.01","LRP032","26.0544444","89.6877219","KmPost","Km post broken"
"Z5622","33.03","LRP033","26.0621389","89.6829438","KmPost","Bhurungamari 06 Km Madarganj 36 Km"
"Z5622","33.99","LRP034","26.0687771","89.6769716","KmPost","Bhurungamari 05 Km Kachkata 29 Km"
"Z5622","35.02","LRP035","26.076166","89.6704716","KmPost","Bhurungamari 04 Km Madarganj 34 Km"
"Z5622","35.93","LRP035a","26.0836941","89.6680549","Bridge","Start of bridge(R.C.C)"
"Z5622","35.95","LRP035b","26.0840552","89.6680549","Bridge","End of bridge(R.C.C)"
"Z5622","35.99","LRP036","26.0842219","89.6680827","KmPost","Bhurungamari 03 Km"
"Z5622","36.821","LRP036a","26.0917774","89.6685827","Culvert","Box culvert"
"Z5622","36.99","LRP037","26.0933052","89.6686938","KmPost","Bhurungamari 02 Km Madarganj 32 Km"
"Z5622","37.99","LRP038","26.1019444","89.6708327","KmPost","Bhurungamari 01 Km Kachkata 25 Km"
"Z5622","38.76","LRP038a","26.1083056","89.6738049","Culvert","Slab culvert"
"Z5622","38.8","LRP038b","26.1091944","89.6739993","Culvert","Z5624 to Madarganj"
"Z5622","38.9","LRP038c","26.1091944","89.6729438","Culvert","R.C.C culvert"
"Z5622","38.99","LRP039","26.1096667","89.6720827","KmPost","Km post missing"
"Z5622","39.335","LRP039a","26.1112778","89.6693604","Culvert","Slab culvert"
"Z5622","39.519","LRPE","26.1121667","89.6676938","Others","End at Jamtala more infront of Upazilla."
"Z5623","0","LRPS","25.6521944","89.614","Others","Start from Z5621 Amin mill more Ulipur,Kurigram."
"Z5623","0.02","LRP001","25.6520278","89.6139167","KmPost","Chillmari 16 km"
"Z5623","0.45","LRP001a","25.6488886","89.6116667","Turnoff,Left","Turn off left"
"Z5623","0.838","LRP001b","25.6454163","89.6120833","Culvert","Box Culvert"
"Z5623","1.02","LRP002","25.6439163","89.6121111","KmPost","Information Missing"
"Z5623","1.388","LRP002a","25.640583","89.6113056","Culvert","Box Culvert"
"Z5623","2.02","LRP003","25.6353886","89.6097222","KmPost","Bojra 6 Km"
"Z5623","2.16","LRP003a","25.6341108","89.6094167","Culvert","Box culvert"
"Z5623","2.77","LRP003b","25.6288882","89.6083333","Culvert","Box culvert start"
"Z5623","2.782","LRP003c","25.6288049","89.6081389","Culvert","Box culvert end"
"Z5623","3","LRP004","25.626666","89.6080833","KmPost","Information missing"
"Z5623","3.87","LRP004a","25.6188882","89.609","Culvert","Box culvert"
"Z5623","4.03","LRP005","25.6173882","89.6090278","KmPost","Information missing"
"Z5623","4.39","LRP005a","25.6140833","89.6087778","Culvert","Box culvert"
"Z5623","4.43","LRP005b","25.6138889","89.60875","Culvert","Box Culvert"
"Z5623","5.02","LRP006","25.6087222","89.6077778","KmPost","Information missing"
"Z5623","5.44","LRP006a","25.6055556","89.6056944","Culvert","Box Culvert"
"Z5623","5.67","LRP006b","25.6036944","89.6052778","Culvert","Slab  Culvert"
"Z5623","6.03","LRP007","25.6004167","89.6049444","KmPost","Km post broken"
"Z5623","6.37","LRP007a","25.5974997","89.6050556","Turnoff,Right","Turn off right"
"Z5623","6.551","LRP007b","25.5961941","89.6041389","Bridge","R.C.C Bridge start"
"Z5623","6.598","LRP007c","25.5958886","89.6037778","Bridge","R.C.C Bridge end"
"Z5623","7.07","LRP008","25.592583","89.6011111","KmPost","Infor.missing"
"Z5623","7.33","LRP008a","25.5911108","89.5997219","Turnoff,Left","Turn off left"
"Z5623","7.446","LRP008b","25.590083","89.5902497","Culvert","Box culvert"
"Z5623","8.012","LRP008c","25.5851386","89.5984997","Turnoff,Left","Turn off left"
"Z5623","8.07","LRP009","25.5849719","89.5991108","KmPost","Km post missing"
"Z5623","8.674","LRP010","25.5808049","89.6021389","KmPost","Information missing"
"Z5623","9.439","LRP010a","25.5749438","89.6055278","Bridge","R.C.C Bridge start"
"Z5623","9.454","LRP010b","25.5748882","89.6055556","Bridge","R.C.C Bridge end"
"Z5623","9.694","LRP011","25.571666","89.6067222","KmPost","Infor.missing"
"Z5623","10.794","LRP012","25.5677493","89.6126944","KmPost","Chillmari 5 Km"
"Z5623","11.054","LRP012a","25.5685827","89.6165278","Culvert","Masonry culvert"
"Z5623","11.36","LRP012b","25.5708049","89.6163611","Culvert","Pipe culvert"
"Z5623","11.794","LRP013","25.5728049","89.6201104","KmPost","Km post missing"
"Z5623","12.036","LRP013a","25.5735271","89.6222771","Bridge","R.C.C Bridge start"
"Z5623","12.048","LRP013b","25.5735549","89.6223882","Bridge","R.C.C Bridge end"
"Z5623","12.224","LRP013c","25.574416","89.6238049","Others","Start earth road"
"Z5623","12.579","LRP013d","25.5758604","89.626666","Bridge","R.C.C Bridge start"
"Z5623","12.594","LRP013e","25.5759438","89.6266938","Bridge","R.C.C Bridge end"
"Z5623","12.794","LRP014","25.5766104","89.628916","KmPost","Km post missing"
"Z5623","12.94","LRP014a","25.5768604","89.6303327","Culvert","Box Culvert"
"Z5623","13.22","LRP014b","25.5773882","89.6328327","Bridge","R.C.C Bridge start"
"Z5623","13.252","LRP014c","25.5775549","89.6330549","Bridge","R.C.C Bridge end"
"Z5623","13.364","LRP014d","25.5778604","89.634083","Others","Start Bituminaus road"
"Z5623","13.796","LRP015","25.5778327","89.6384441","KmPost","Km post missing"
"Z5623","13.796","LRP015a","25.5778327","89.6384441","Culvert","Box culvert"
"Z5623","14.796","LRP016","25.5758049","89.6478052","KmPost","Km post missing"
"Z5623","15.136","LRP016a","25.5742216","89.6507222","Bridge","R.C.C Bridge start"
"Z5623","15.152","LRP016b","25.5742493","89.6508056","Bridge","R.C.C Bridge end"
"Z5623","15.796","LRP017","25.5776382","89.6551389","KmPost","Chillmari 0 km"
"Z5623","16.768","LRP017a","25.5829438","89.6613611","Turnoff,Left","Left turn"
"Z5623","16.796","LRP018","25.5829438","89.6616111","KmPost","Km post missing"
"Z5623","17.528","LRP018a","25.5892497","89.6631667","Culvert","Box culvert"
"Z5623","17.56","LRP018b","25.5895552","89.66325","RailRoadCrossing","Rail road crossing"
"Z5623","17.639","LRPE","25.5902497","89.6633056","Others","End at matikata more Chillmari and Intersection with Z5621,Kurigram."
"Z5624","0","LRPS","26.1085556","89.6739993","Others","Start of Bhurungamari  bus stand and intersection with Z 5622."
"Z5624","0.845","LRP001","26.1058611","89.6817771","KmPost","Km Post Broken"
"Z5624","2","LRP002","26.1026944","89.6926941","KmPost","Madarganj 28Km Sonahat 8Km"
"Z5624","2.27","LRP002a","26.1021389","89.6956108","Culvert","R CC culvert"
"Z5624","2.632","LRP002b","26.1009167","89.6987497","Culvert","Masonry culvert"
"Z5624","3","LRP003","26.0995552","89.7020833","KmPost","Km Post Missing"
"Z5624","3.328","LRP003a","26.0985552","89.70525","Culvert","R CC culvert"
"Z5624","4.02","LRP004","26.0967219","89.7114722","KmPost","Madarganj 26Km, Sonahat 6Km"
"Z5624","4.109","LRP004a","26.0963886","89.7123333","Culvert","Box culvert"
"Z5624","4.9","LRP005","26.0971386","89.7197216","KmPost","Madarganj 25Km, Kochakata 21Km"
"Z5624","4.935","LRP005a","26.0971941","89.7201104","Bridge","Baily bridge start"
"Z5624","5.365","LRP005b","26.098083","89.724416","Bridge","Baily Bridge End"
"Z5624","5.9","LRP006","26.0990274","89.7294716","KmPost","Madarganj 24Km, Sonahat 4Km"
"Z5624","6.93","LRP007","26.0999441","89.7396663","KmPost","Madarganj 23Km, kochakata 17Km"
"Z5624","7.93","LRP008","26.0999163","89.7495552","KmPost","Km Post Missing"
"Z5624","8.995","LRP009","26.1025556","89.759","KmPost","Sonahat 0Km"
"Z5624","9.895","LRP009a","26.1023889","89.7678049","Culvert","Pipe Culvert"
"Z5624","9.91","LRP009b","26.1023611","89.7680549","Turnoff,Right","Turn off right"
"Z5624","9.971","LRP009c","26.1019722","89.7683882","Bridge","Start of bridge R C C"
"Z5624","9.986","LRP009d","26.1018611","89.7684438","Bridge","End of Bridge R C C"
"Z5624","9.995","LRP010","26.1014722","89.7687216","KmPost","Km post missing"
"Z5624","10.115","LRP010a","26.1016944","89.7695827","Culvert","Pipe culvert"
"Z5624","10.995","LRP011","26.097333","89.7761382","KmPost","Madarganj 20 km kochakata 14 km"
"Z5624","11.104","LRP011a","26.0963886","89.7761938","Culvert","Box culvert"
"Z5624","11.302","LRP011b","26.0945274","89.7762771","Culvert","Masonry Culvert"
"Z5624","11.408","LRP011c","26.090833","89.7763882","Culvert","R C C Culvert"
"Z5624","11.995","LRP012","26.0885274","89.7779993","KmPost","Km post missing"
"Z5624","12.275","LRP012a","26.086083","89.7787216","Culvert","Box Culvert"
"Z5624","13","LRP013","26.0798327","89.7804438","KmPost","Madarganj 17 km Kochakata 11 km"
"Z5624","13.205","LRP013a","26.078166","89.7807216","Bridge","Start Of Bridge R C C"
"Z5624","13.235","LRP013b","26.0777493","89.7808049","Bridge","End  Of Bridge R C C"
"Z5624","14","LRP014","26.0711382","89.7823327","KmPost","Km post missing"
"Z5624","14.195","LRP014a","26.0695549","89.7823604","Bridge","Start of Bridge R C C"
"Z5624","14.245","LRP014b","26.0692216","89.7820271","Bridge","End of Brodge R C C"
"Z5624","14.462","LRP014c","26.067666","89.7807216","Culvert","Box Culvert"
"Z5624","14.505","LRP014d","26.0674993","89.7804716","Culvert","Pipe Culvert"
"Z5624","14.896","LRP014e","26.0649167","89.777666","Culvert","Box Culvert"
"Z5624","15.025","LRP015","26.0640278","89.7767216","KmPost","Madarganj 15 km Kochakata 9 km"
"Z5624","15.594","LRP015a","26.0605","89.772666","Culvert","Slab Culvert"
"Z5624","16.025","LRP016","26.05775","89.7696104","KmPost","Km Post Missing"
"Z5624","16.225","LRP016a","26.0565","89.7683049","Bridge","Start of bridge R C C"
"Z5624","16.255","LRP016b","26.05625","89.7680271","Bridge","End of Bridge R C C"
"Z5624","16.9","LRP016c","26.0513611","89.76475","Culvert","Box Culvert"
"Z5624","17.025","LRP017","26.0503611","89.7645","KmPost","Km Post Missing"
"Z5624","17.49","LRP017a","26.0462219","89.7634722","Culvert","Box Culvert 2 vent"
"Z5624","17.5","LRP017b","26.0461386","89.7634167","Culvert","Box Culvert 2 vent"
"Z5624","17.531","LRP017c","26.0458886","89.7633611","Culvert","Box Culvert"
"Z5624","18.255","LRP018","26.0396663","89.7616389","KmPost","Madarganj 10 Kochakata 4"
"Z5624","19.255","LRP019","26.0313327","89.7633333","KmPost","Km Post Missing"
"Z5624","19.615","LRP019a","26.0285549","89.7645","Culvert","Box Culvert"
"Z5624","20.255","LRP020","26.0238327","89.768666","KmPost","Km Post Missing"
"Z5624","20.897","LRP020a","26.0201104","89.773416","Culvert","Box culvert"
"Z5624","20.985","LRP021","26.0199438","89.7736104","KmPost","Information missing"
"Z5624","21.985","LRP022","26.0132778","89.780416","KmPost","Km Post Missing"
"Z5624","23.165","LRP023","26.0044722","89.7863608","KmPost","Information missing"
"Z5624","23.565","LRP023a","26.0011389","89.7879163","Bridge","Start Of Bridge R C C"
"Z5624","23.605","LRP023b","26.0008333","89.7880552","Bridge","End Of Bridge R C C"
"Z5624","24.335","LRP024","25.9945552","89.790333","KmPost","Information missing"
"Z5624","24.715","LRP024a","25.9912774","89.790833","Culvert","Box culvert"
"Z5624","25.095","LRP025","25.9878886","89.7913052","KmPost","Information missing"
"Z5624","25.293","LRP025a","25.9860274","89.7916108","Culvert","Box culvert"
"Z5624","26.165","LRP026","25.9785549","89.7931386","KmPost","Km Post Missing"
"Z5624","26.616","LRP026a","25.9748882","89.7939441","Culvert","Box culvert"
"Z5624","27.165","LRP027","25.9699716","89.7949719","KmPost","Km Post Broken"
"Z5624","27.725","LRP027a","25.9654167","89.7983608","Culvert","Masonry  culvert"
"Z5624","27.856","LRP027b","25.9637778","89.7961941","Culvert","Box Culvert"
"Z5624","28.035","LRP028","25.9622778","89.7965274","KmPost","Information missing"
"Z5624","28.295","LRP028a","25.9599167","89.7971386","Culvert","Box culvert"
"Z5624","29.188","LRP029","25.9521667","89.7979719","KmPost","Information missing"
"Z5624","30.201","LRP030","25.9449441","89.792333","KmPost","Information missing"
"Z5624","31.09","LRP031","25.9402497","89.7851941","KmPost","Info  Missing"
"Z5624","31.626","LRP031a","25.9376941","89.7808049","Culvert","Box Culvert 2 vent"
"Z5624","31.64","LRP031b","25.9376386","89.7807216","Culvert","Box Culvert 2 vent"
"Z5624","32.09","LRP032","25.9358608","89.7773327","KmPost","Km Post Missing"
"Z5624","32.157","LRP032a","25.9356941","89.7766938","Culvert","Box culvert"
"Z5624","33.09","LRP033","25.9325271","89.7683049","KmPost","Km Post Misssing"
"Z5624","33.545","LRP033a","25.9320271","89.7638611","Others","End Of Pacca Road"
"Z5624","34.09","LRP034","25.9298049","89.7632778","KmPost","Km Post Missing"
"Z5624","34.765","LRP035","25.922166","89.7536389","KmPost","Km Post Missing"
"Z5624","35.335","LRP035a","25.9268882","89.7583056","Others","Kaliganj CNG ghat start"
"Z5624","35.86","LRP035b","25.9234993","89.7549444","Others","Kaliganj Ghat End"
"Z5624","36.02","LRP035c","25.9223882","89.7538889","Culvert","Box Culvert"
"Z5624","36.09","LRP036","25.922166","89.7536389","KmPost","Km Post Missing"
"Z5624","36.096","LRP036a","25.9221382","89.7535833","Others","Start of Pucca Road"
"Z5624","36.465","LRP036b","25.9197216","89.7511389","Culvert","Box Culvert"
"Z5624","37.09","LRP037","25.9162778","89.7465552","KmPost","Km post missing"
"Z5624","38.09","LRP038","25.9148333","89.7367774","KmPost","Km Post Missing"
"Z5624","38.744","LRP038a","25.9131111","89.7309993","Bridge","Start of Bridge"
"Z5624","38.774","LRP038b","25.9132778","89.7306382","Bridge","End of Bridge"
"Z5624","39.09","LRP039","25.9146944","89.7284438","KmPost","Km Post Missing"
"Z5624","40.05","LRP039a","25.916","89.7191938","Culvert","Box Culvert"
"Z5624","40.09","LRP040","25.9159167","89.718916","KmPost","Km Post Missing"
"Z5624","40.72","LRP040a","25.9133056","89.7142222","Turnoff,Right","Turn of Right"
"Z5624","41.09","LRP041","25.9050556","89.7119167","KmPost","Km post missing"
"Z5624","41.809","LRP041a","25.9344441","89.7121667","Culvert","Pipe  culvert"
"Z5624","42.09","LRP042","25.9160556","89.7133056","KmPost","Km Post Missing"
"Z5624","42.4","LRP042a","25.9187771","89.7141111","Bridge","Start of Bridge"
"Z5624","42.423","LRP042b","25.9189438","89.7141944","Bridge","End of Bridge"
"Z5624","43.09","LRP043","25.9245827","89.7161389","KmPost","Km post missing"
"Z5624","43.67","LRP044","25.9294438","89.7148333","KmPost","Info missing"
"Z5624","44.3","LRP044a","25.9344441","89.7121667","Culvert","Pipe Culvert"
"Z5624","44.67","LRP045","25.9377497","89.7118056","KmPost","Km post missing"
